54.9	1.075e5
56.9	9.429e4
60.0	4.461e5
65.9	5.068e3
66.9	5.464e4
68.2	2.404e3
68.9	6.232e5
70.0	2.960e4
70.9	1.436e6
74.0	7.111e4
76.9	3.069e4
78.9	1.729e5
79.9	1.650e4
81.0	9.679e5
82.0	7.497e4
82.5	5.759e3
83.0	1.665e5
83.9	4.947e4
85.0	2.091e5
86.0	1.740e4
90.9	2.327e5
92.0	1.844e4
93.0	4.036e6
94.0	3.278e5
95.0	6.304e5
96.0	5.085e4
97.0	1.190e5
99.0	1.270e6
100.0	1.117e5
101.3	1.831e4
104.3	1.487e3
105.0	1.059e5
107.0	3.475e6
108.0	2.888e5
109.0	3.721e5
110.0	2.569e4
111.0	4.053e5
113.0	1.854e5
113.8	2.150e4
119.0	1.962e5
120.0	1.686e5
121.0	1.891e5
122.0	3.467e5
123.0	9.898e5
124.0	8.368e4
125.0	1.702e5
126.0	2.230e4
127.0	2.643e4
130.3	1.140e4
131.0	7.977e4
133.0	3.862e5
134.0	4.961e4
135.0	9.584e6
136.1	1.014e6
137.0	6.188e5
138.0	7.071e4
139.0	4.892e5
140.0	4.699e4
141.0	4.771e4
145.1	8.482e4
147.1	7.566e4
148.1	8.072e3
149.1	1.881e5
150.1	2.742e4
151.1	3.662e6
152.1	4.306e5
153.1	3.908e6
154.1	4.375e5
155.0	4.830e4
158.2	4.323e4
161.1	6.136e4
162.3	1.351e4
163.1	1.516e5
164.1	5.115e3
165.1	1.952e4
165.8	1.415e4
167.1	2.450e5
168.1	2.088e4
169.1	5.280e4
171.1	2.188e4
173.1	1.680e6
174.1	2.281e5
175.1	4.467e4
176.9	2.509e4
181.0	8.758e3
187.2	2.270e4
188.2	1.156e4
189.1	1.850e5
190.1	3.201e4
191.1	3.335e6
192.1	4.819e5
193.1	6.598e4
193.5	2.639e4
199.2	2.623e4
200.4	2.800e3
201.1	1.356e4
204.3	6.143e3
205.2	1.353e5
206.2	1.995e4
207.1	5.315e3
217.3	2.007e4
268.8	1.642e4
269.3	4.734e4
269.7	8.514e3
270.1	1.124e4
271.3	1.316e4
272.1	8.999e3
273.9	1.192e4
287.3	1.527e4
291.5	6.471e3
299.1	1.061e4
