53.1	2.669e3
55.0	7.141e4
56.9	1.139e5
60.1	1.364e5
67.0	5.870e4
67.9	5.560e3
69.0	6.064e5
69.9	3.045e4
70.9	2.370e6
71.9	8.027e4
73.9	6.584e4
76.9	3.615e4
77.9	3.573e3
78.9	1.822e5
80.0	1.041e4
81.0	1.162e6
82.0	8.113e4
83.0	2.162e5
84.0	4.263e4
85.0	1.850e5
85.9	2.375e4
91.0	2.033e5
92.0	2.299e4
93.0	4.290e6
94.0	3.545e5
95.0	8.131e5
96.0	5.862e4
97.0	1.919e5
97.5	1.236e3
97.9	3.941e4
99.0	1.097e6
100.0	9.130e4
101.0	4.673e4
101.9	2.595e4
105.0	1.101e5
106.0	1.257e4
107.0	3.697e6
108.0	3.098e5
109.0	4.641e5
110.0	3.859e4
111.0	4.138e5
112.0	3.356e4
113.0	1.372e5
114.2	3.230e4
114.9	4.012e4
116.0	8.633e3
118.1	1.515e3
119.0	1.888e5
120.0	1.119e5
121.0	1.769e5
122.0	2.253e5
123.0	9.739e5
124.0	9.008e4
125.0	1.532e5
126.0	2.506e4
127.0	6.919e4
131.0	8.064e4
131.6	1.651e3
132.1	1.032e4
133.0	3.960e5
134.0	4.336e4
135.0	9.834e6
136.1	1.083e6
137.1	5.275e5
138.0	6.341e4
139.1	4.277e5
140.0	4.039e4
141.1	9.114e4
145.0	4.791e4
146.0	6.768e3
147.1	6.977e4
148.0	9.421e3
149.1	2.161e5
150.1	2.129e4
151.1	3.886e6
152.1	4.621e5
153.1	6.436e6
154.1	7.138e5
155.1	1.088e5
157.0	3.491e4
158.0	3.004e4
161.1	7.458e4
161.9	2.486e4
163.1	1.545e5
164.1	1.605e4
164.5	2.984e3
165.2	2.625e4
166.3	1.148e4
167.1	2.349e5
168.1	2.948e4
169.1	8.187e4
169.5	2.944e4
170.1	1.077e4
171.1	5.614e4
172.2	2.090e4
173.1	1.231e6
174.1	1.665e5
175.1	5.812e4
177.1	4.670e4
179.1	1.286e4
183.1	2.320e4
185.0	1.746e4
185.4	1.310e4
187.2	2.663e4
188.1	1.267e4
189.1	1.669e5
190.1	2.410e4
191.1	2.778e6
192.1	3.973e5
193.1	7.476e4
194.1	1.545e4
197.2	1.706e4
199.1	5.724e4
203.1	3.926e4
205.1	9.426e4
207.2	7.190e3
208.2	6.088e3
217.2	2.558e4
221.2	2.353e4
225.2	1.366e4
235.2	3.404e4
257.1	1.481e4
267.0	1.674e4
269.3	2.715e4
283.3	2.085e4
296.9	1.233e4
