51.0	2.659e3
55.0	9.418e4
56.5	4.714e3
57.0	7.323e4
59.9	2.274e5
65.0	8.528e3
66.9	4.834e4
69.0	5.335e5
69.9	3.740e4
70.9	1.550e6
71.9	7.652e4
73.1	6.025e4
78.1	3.804e3
79.0	1.891e5
80.0	1.343e4
81.0	9.559e5
82.0	7.088e4
83.0	1.697e5
83.9	3.499e4
85.0	1.880e5
86.0	1.937e4
91.0	2.400e5
92.0	2.334e4
93.0	4.426e6
94.0	3.512e5
95.0	6.834e5
96.0	5.131e4
97.0	1.414e5
99.0	1.137e6
100.0	9.409e4
101.9	3.436e4
105.0	1.114e5
106.0	1.070e4
107.0	3.972e6
108.0	3.547e5
109.0	3.242e5
110.0	3.558e4
110.4	9.038e3
111.0	3.505e5
112.0	2.523e4
113.0	1.725e5
119.0	2.260e5
120.0	1.372e5
120.5	4.998e3
121.0	1.553e5
122.0	1.771e5
123.0	7.161e5
124.0	7.036e4
125.0	1.404e5
127.0	1.842e4
131.0	8.803e4
133.0	3.171e5
134.0	4.456e4
135.0	1.070e7
136.0	1.170e6
137.0	6.280e5
138.0	7.888e4
139.0	2.608e5
140.0	2.787e4
140.5	3.197e3
141.0	4.154e4
145.0	7.806e4
146.2	9.537e3
147.0	6.247e4
149.1	1.728e5
150.0	1.436e4
151.1	2.701e6
152.1	3.293e5
153.1	4.498e6
154.1	5.023e5
155.1	7.378e4
156.9	1.801e4
158.1	4.270e4
159.0	2.197e4
161.1	6.414e4
163.1	1.221e5
165.1	3.261e4
165.9	1.625e4
167.1	2.426e5
168.1	2.695e4
169.1	4.834e4
171.0	1.817e4
172.1	2.950e4
173.1	1.406e6
174.1	2.034e5
175.1	7.337e4
176.0	1.030e4
176.2	1.030e4
177.1	2.444e4
185.2	2.126e4
187.1	4.410e4
189.1	1.189e5
190.1	2.292e4
191.1	2.421e6
192.1	3.498e5
193.1	5.349e4
194.0	1.285e4
199.1	4.608e4
201.1	2.068e4
203.1	1.341e4
205.2	1.059e5
206.2	1.824e4
207.3	1.579e4
217.2	2.124e4
221.0	1.836e4
227.0	2.133e4
228.9	2.112e3
231.1	5.374e3
235.2	2.151e4
239.2	3.084e4
251.9	1.930e4
261.4	1.231e4
263.1	8.685e3
269.2	6.741e4
270.2	1.589e4
270.6	3.176e3
271.3	1.475e4
287.3	1.755e4
297.1	9.480e3
